timestamp,name,age,gender,state,news_id,time_spent,device,periodo,best_category
1724598172000,Con,83,M,Bahia,1,1854,laptop,TARDE,tecnologia
1708408182000,Alard,10,M,Bahia,13,2183,laptop,MADRUGADA,saude
1704640798000,Garreth,75,M,Bahia,9,1500,desktop,TARDE,tecnologia
1726592568000,Winny,80,M,Bahia,6,578,smartphone,TARDE,esporte
1730572256000,Gail,60,M,Bahia,9,475,smartphone,NOITE,tecnologia
1725215468000,Nikita,72,M,Bahia,3,1476,tablet,NOITE,tecnologia
1721846896000,Linc,86,M,Bahia,3,685,desktop,NOITE,tecnologia
1706483245000,Ysabel,38,F,Bahia,5,3452,laptop,NOITE,esporte
1707388291000,Keefe,70,M,Bahia,3,902,desktop,MANHA,tecnologia
1723570234000,Steve,57,M,Bahia,1,2880,desktop,TARDE,tecnologia
1731625061000,Carney,62,M,Bahia,1,2051,laptop,NOITE,tecnologia
1717503621000,Katrine,52,F,Bahia,6,249,desktop,TARDE,esporte
1727073118000,Shandie,13,F,Bahia,20,2176,smartwatch,MANHA,entretenimento
1719562021000,Rheta,60,F,Bahia,19,2869,desktop,MANHA,entretenimento
1730555564000,Maribelle,10,F,Bahia,16,2551,tablet,TARDE,politica
1704112548000,Dante,29,M,Bahia,13,3361,tablet,TARDE,saude
1733939261000,Roby,78,F,Bahia,4,715,smartwatch,TARDE,politica
1717006792000,Julie,31,F,Bahia,14,44,smartphone,NOITE,tecnologia
1708716900000,Dael,25,M,Bahia,18,2266,laptop,NOITE,entretenimento
1726375630000,Aubree,46,F,Bahia,17,82,smartwatch,MADRUGADA,politica
1729965413000,Kareem,15,M,Bahia,7,2090,laptop,TARDE,esporte
1728879248000,Marjie,31,F,Bahia,18,1572,smartwatch,MADRUGADA,entretenimento
1719399817000,Ema,59,F,Bahia,5,956,tablet,MANHA,esporte
1707006216000,Brandy,28,M,Bahia,8,516,tablet,MADRUGADA,esporte
1712143482000,Janetta,52,F,Bahia,11,3519,tablet,MANHA,tecnologia
1719969698000,Katrinka,84,F,Bahia,18,504,laptop,MADRUGADA,entretenimento
1732855511000,Julian,12,M,Bahia,2,3585,tablet,MADRUGADA,saude
1731927765000,Adlai,59,M,Bahia,9,786,tablet,MANHA,tecnologia
1731280536000,Vivia,58,F,Bahia,19,493,tablet,NOITE,entretenimento
1718306891000,Ashley,30,F,Bahia,8,967,smartphone,NOITE,esporte
1723727113000,Tana,80,F,Bahia,11,793,desktop,TARDE,tecnologia
1719582542000,Cherilyn,11,F,Bahia,10,1285,laptop,TARDE,tecnologia
1713893290000,Barbi,55,F,Bahia,11,1663,laptop,TARDE,tecnologia
1727996930000,Evie,89,F,Bahia,10,1196,tablet,NOITE,tecnologia
1722554590000,Raff,13,M,Bahia,19,2884,smartphone,NOITE,entretenimento
1713610167000,Lindie,59,F,Bahia,4,1120,smartwatch,MANHA,politica
1717614793000,Sabrina,56,F,Bahia,7,447,tablet,NOITE,esporte
1730492121000,Zea,62,F,Bahia,5,1694,smartphone,NOITE,esporte
1714650232000,Esme,12,M,Bahia,12,2338,tablet,MANHA,saude
1713272209000,Vinnie,14,F,Bahia,20,320,smartwatch,TARDE,entretenimento
1729547858000,Richmond,29,M,Bahia,1,3102,desktop,NOITE,tecnologia
1718149603000,Leticia,8,F,Bahia,2,380,laptop,NOITE,saude
1710629967000,Olivier,36,M,Bahia,4,187,smartphone,NOITE,politica
1718397003000,Johna,53,F,Bahia,8,2477,tablet,NOITE,esporte
1730992850000,Bernete,61,F,Bahia,4,3371,tablet,TARDE,politica
1727352150000,Gail,86,M,Bahia,12,2160,smartwatch,TARDE,saude
