timestamp,name,age,gender,state,news_id,time_spent,device,periodo,best_category
1711022525000,Nerita,64,F,Amapá,16,3425,smartwatch,TARDE,politica
1708130990000,Doroteya,55,F,Amapá,8,465,laptop,MADRUGADA,esporte
1711122224000,Beth,33,F,Amapá,18,2240,smartwatch,TARDE,entretenimento
1729287165000,Alexandro,82,M,Amapá,6,1382,laptop,NOITE,esporte
1718775982000,Geoff,67,M,Amapá,6,1435,tablet,MADRUGADA,esporte
1727027429000,Frannie,21,M,Amapá,14,1545,desktop,TARDE,tecnologia
1721869988000,Nobe,45,M,Amapá,14,482,desktop,MADRUGADA,tecnologia
1728156195000,Leticia,75,F,Amapá,10,526,laptop,NOITE,tecnologia
1717219890000,Farra,22,F,Amapá,4,1653,smartwatch,MADRUGADA,politica
1730545852000,York,41,M,Amapá,19,732,smartwatch,MANHA,entretenimento
1719075546000,Bud,35,M,Amapá,9,2705,laptop,TARDE,tecnologia
1733601433000,Consolata,88,F,Amapá,12,1310,laptop,NOITE,saude
1711198933000,Kimberlyn,73,F,Amapá,13,1105,smartwatch,TARDE,saude
1704879314000,Byram,78,M,Amapá,11,1508,laptop,MANHA,tecnologia
1713269754000,Doria,47,F,Amapá,7,1044,desktop,TARDE,esporte
1730711551000,Melisa,33,F,Amapá,20,1046,tablet,MANHA,entretenimento
1711845697000,Perkin,39,M,Amapá,1,3108,smartwatch,MADRUGADA,tecnologia
1708465039000,Jeana,62,F,Amapá,15,1885,smartwatch,NOITE,politica
1710067029000,Isaak,13,M,Amapá,8,2916,smartwatch,MANHA,esporte
1705652298000,Reggy,24,M,Amapá,17,3309,laptop,MANHA,politica
1719029759000,Jessie,30,M,Amapá,10,2984,desktop,MADRUGADA,tecnologia
1712104315000,Logan,69,M,Amapá,3,2697,laptop,MADRUGADA,tecnologia
1732339122000,Spense,88,M,Amapá,11,3190,desktop,MADRUGADA,tecnologia
1727381184000,Quint,58,M,Amapá,18,1316,laptop,NOITE,entretenimento
1732534144000,Padraig,6,M,Amapá,19,2735,smartphone,MANHA,entretenimento
1729938696000,Douglass,86,M,Amapá,16,1449,smartwatch,MANHA,politica
1710855616000,Lexie,89,F,Amapá,4,1264,smartphone,TARDE,politica
1707570271000,Andria,54,F,Amapá,5,2949,tablet,TARDE,esporte
1717666757000,Sylvester,83,M,Amapá,17,2188,tablet,MANHA,politica
1707705231000,Alysa,40,F,Amapá,19,1948,tablet,MADRUGADA,entretenimento
1724128989000,Wally,82,F,Amapá,5,306,tablet,MADRUGADA,esporte
1722810728000,Juliane,68,F,Amapá,12,1418,tablet,NOITE,saude
1722235200000,Corbin,18,M,Amapá,4,1976,laptop,MANHA,politica
1731321784000,Isaac,13,M,Amapá,18,2673,desktop,MANHA,entretenimento
1718061149000,Dannye,34,F,Amapá,10,3299,tablet,NOITE,tecnologia
1710939090000,Corry,39,F,Amapá,4,1689,tablet,TARDE,politica
1709677014000,Leena,44,F,Amapá,7,1618,smartwatch,NOITE,esporte
1718108769000,Ario,9,M,Amapá,19,664,laptop,TARDE,entretenimento
1708745348000,Hirsch,38,M,Amapá,15,2434,laptop,MADRUGADA,politica
1709126244000,Kerwinn,11,M,Amapá,20,106,laptop,TARDE,entretenimento
1721300291000,Robbin,90,F,Amapá,3,3399,desktop,MANHA,tecnologia
1727586200000,Boy,46,M,Amapá,10,1994,tablet,MADRUGADA,tecnologia
1724448920000,Terrijo,68,F,Amapá,18,476,desktop,NOITE,entretenimento
1733629773000,Kirstin,64,F,Amapá,10,2158,smartphone,MADRUGADA,tecnologia
1710582178000,Jard,28,M,Amapá,3,1585,smartwatch,MANHA,tecnologia
1713997432000,Devondra,8,F,Amapá,15,3560,laptop,NOITE,politica
1733979314000,Kerrin,39,F,Amapá,2,849,smartphone,MADRUGADA,saude
1731010819000,Valry,57,F,Amapá,9,1812,laptop,NOITE,tecnologia
1729643593000,Parnell,38,M,Amapá,4,1276,desktop,MADRUGADA,politica
1732049450000,Kala,44,F,Amapá,3,2413,tablet,NOITE,tecnologia
1705040715000,Trefor,74,M,Amapá,1,381,smartphone,MANHA,tecnologia
1714266914000,Tracie,27,M,Amapá,4,2385,tablet,MADRUGADA,politica
1720652724000,Aarika,52,F,Amapá,3,2321,smartwatch,NOITE,tecnologia
1710708381000,Jeri,63,F,Amapá,15,1911,tablet,NOITE,politica
1720943977000,Gilligan,45,F,Amapá,9,3239,desktop,MANHA,tecnologia
1719357701000,Cornell,90,M,Amapá,8,1345,laptop,NOITE,esporte
1714923682000,Berenice,86,F,Amapá,16,3153,desktop,TARDE,politica
1708661056000,Ola,38,F,Amapá,14,439,smartphone,MADRUGADA,tecnologia
1710681615000,Daffie,79,F,Amapá,14,2140,desktop,TARDE,tecnologia
1714493453000,Tailor,60,M,Amapá,13,3462,desktop,TARDE,saude
1715402253000,Verge,41,M,Amapá,11,1148,laptop,MADRUGADA,tecnologia
1721321807000,Cullan,46,M,Amapá,18,1542,smartwatch,TARDE,entretenimento
1719502545000,Zebadiah,90,M,Amapá,18,2340,smartwatch,TARDE,entretenimento
1706798758000,Randie,42,M,Amapá,19,870,desktop,TARDE,entretenimento
