timestamp,name,age,gender,state,news_id,time_spent,device,periodo,best_category
1706239721000,Donalt,60,M,Roraima,17,1183,desktop,MADRUGADA,politica
1709580775000,Ruby,76,M,Roraima,14,1530,smartwatch,NOITE,tecnologia
1714128477000,Cris,6,M,Roraima,10,3008,smartwatch,MANHA,tecnologia
1707516100000,Leia,58,F,Roraima,6,553,desktop,NOITE,esporte
1713112863000,Chandal,29,F,Roraima,5,537,desktop,TARDE,esporte
1724139656000,Lodovico,87,M,Roraima,7,1023,desktop,MANHA,esporte
1715685112000,Derwin,14,M,Roraima,6,348,smartwatch,MANHA,esporte
1721472824000,Cyb,76,F,Roraima,15,2333,desktop,MANHA,politica
1710466097000,Eada,29,F,Roraima,13,1786,tablet,MADRUGADA,saude
1730032616000,Edyth,36,F,Roraima,4,2571,desktop,TARDE,politica
1707099593000,Gerrie,30,F,Roraima,6,176,tablet,MADRUGADA,esporte
1720393014000,Robinson,17,M,Roraima,1,162,laptop,NOITE,tecnologia
1704800639000,Concettina,52,F,Roraima,6,3138,smartwatch,MANHA,esporte
1712018423000,Sidney,69,M,Roraima,19,2308,smartwatch,MADRUGADA,entretenimento
1723063192000,Hughie,9,M,Roraima,14,2055,smartwatch,NOITE,tecnologia
1721308748000,Cointon,42,M,Roraima,1,1050,laptop,TARDE,tecnologia
1705327277000,Rayshell,78,F,Roraima,15,2224,laptop,TARDE,politica
1709929503000,Edmon,42,M,Roraima,13,923,desktop,NOITE,saude
1706737614000,Judd,68,M,Roraima,3,2291,smartphone,NOITE,tecnologia
1723729922000,Tyne,86,F,Roraima,3,3070,laptop,TARDE,tecnologia
1719254682000,Pacorro,8,M,Roraima,19,770,desktop,NOITE,entretenimento
1728681981000,Bealle,55,M,Roraima,5,2611,desktop,NOITE,esporte
1727369587000,Berton,16,M,Roraima,14,473,smartphone,TARDE,tecnologia
1704204214000,Ulrikaumeko,33,F,Roraima,6,1368,smartphone,TARDE,esporte
1735465436000,Sauncho,37,M,Roraima,9,2470,desktop,MANHA,tecnologia
1704546244000,Tamas,66,M,Roraima,19,3430,smartwatch,TARDE,entretenimento
1709569600000,Renell,77,F,Roraima,8,2584,smartphone,TARDE,esporte
1735457565000,Trevar,22,M,Roraima,15,1531,laptop,MANHA,politica
1716896425000,Ulla,90,F,Roraima,10,3557,smartwatch,MANHA,tecnologia
1715252017000,Trish,14,F,Roraima,1,991,smartwatch,MANHA,tecnologia
1728282359000,Bastien,6,M,Roraima,1,329,smartphone,MANHA,tecnologia
1706962507000,Calley,53,F,Roraima,3,3554,tablet,TARDE,tecnologia
1705589619000,Kat,35,F,Roraima,12,1191,laptop,TARDE,saude
1735473033000,Tersina,16,F,Roraima,13,780,tablet,MANHA,saude
1721332622000,Cissy,23,F,Roraima,4,2312,laptop,NOITE,politica
1733558382000,Arnie,31,M,Roraima,17,1543,tablet,MANHA,politica
1724367769000,Sloan,89,M,Roraima,20,2514,smartphone,NOITE,entretenimento
1709038967000,Kerri,66,F,Roraima,9,3134,desktop,TARDE,tecnologia
1730977950000,Katie,80,F,Roraima,8,3194,tablet,MANHA,esporte
1721163417000,Bartholomeo,60,M,Roraima,2,1305,smartphone,NOITE,saude
1713053176000,Christabel,41,F,Roraima,5,1316,desktop,MADRUGADA,esporte
1706184105000,Fifi,37,F,Roraima,7,363,tablet,TARDE,esporte
1707280715000,Harrie,57,F,Roraima,8,3194,desktop,MADRUGADA,esporte
1720322448000,Tades,43,M,Roraima,14,2028,tablet,MADRUGADA,tecnologia
1731463657000,Fran,43,F,Roraima,14,3575,desktop,MADRUGADA,tecnologia
1724291804000,Augie,34,M,Roraima,3,1381,tablet,MADRUGADA,tecnologia
1723183991000,Leola,87,F,Roraima,2,2895,smartphone,MANHA,saude
1713832574000,Bren,12,F,Roraima,9,54,smartphone,MADRUGADA,tecnologia
1713486427000,Yelena,33,F,Roraima,6,2166,tablet,MADRUGADA,esporte
1723414591000,Ailey,30,F,Roraima,17,940,tablet,NOITE,politica
1728755610000,Mendie,23,M,Roraima,9,1038,laptop,TARDE,tecnologia
1713959932000,Vally,29,F,Roraima,7,2652,laptop,MANHA,esporte
1706901614000,Helen,64,F,Roraima,17,657,laptop,NOITE,politica
1713350152000,Randolf,87,M,Roraima,13,3410,laptop,MANHA,saude
1715128043000,Halsey,10,M,Roraima,6,3011,laptop,MADRUGADA,esporte
1730920446000,Vinnie,28,F,Roraima,12,2156,tablet,NOITE,saude
1721736931000,Delores,39,F,Roraima,14,1565,smartwatch,TARDE,tecnologia
1714696012000,Shea,68,M,Roraima,17,292,smartphone,MADRUGADA,politica
1723120760000,Marketa,13,F,Roraima,20,527,desktop,TARDE,entretenimento
1733704634000,Ernesto,35,M,Roraima,3,3010,laptop,MADRUGADA,tecnologia
1716850521000,Abran,63,M,Roraima,7,2115,laptop,NOITE,esporte
1704116807000,Chrissie,29,F,Roraima,1,1359,laptop,TARDE,tecnologia
1712988531000,Gabe,29,M,Roraima,19,577,smartwatch,MANHA,entretenimento
1707033204000,Bink,50,M,Roraima,8,549,smartphone,MANHA,esporte
1726122022000,Terry,37,M,Roraima,3,448,desktop,MANHA,tecnologia
1712806913000,Trescha,31,F,Roraima,2,3182,tablet,MADRUGADA,saude
1719409818000,Hermina,89,F,Roraima,20,2079,smartphone,TARDE,entretenimento
1734225800000,Alexa,52,F,Roraima,10,1765,laptop,MADRUGADA,tecnologia
1724137825000,Dean,19,M,Roraima,17,2727,desktop,MANHA,politica
1732897403000,Darcy,25,F,Roraima,18,1932,laptop,TARDE,entretenimento
1735184276000,Konstanze,81,F,Roraima,9,504,smartphone,MADRUGADA,tecnologia
1707050366000,Rutter,18,M,Roraima,16,2894,desktop,TARDE,politica
1718841874000,Rayshell,45,F,Roraima,6,3557,tablet,MADRUGADA,esporte
1719590930000,Hyacinthe,53,F,Roraima,15,3235,smartphone,TARDE,politica
1730063342000,Urbanus,10,M,Roraima,8,725,smartwatch,NOITE,esporte
1727277621000,Kirsteni,34,F,Roraima,16,760,laptop,TARDE,politica
1715515220000,Bonita,39,F,Roraima,7,3016,tablet,TARDE,esporte
1716880862000,Darnall,55,M,Roraima,16,1456,smartwatch,MANHA,politica
