timestamp,name,age,gender,state,news_id,time_spent,device,periodo,best_category
1705849817000,Rania,66,F,Rio Grande do Sul,6,536,desktop,TARDE,esporte
1727208595000,Junie,15,F,Rio Grande do Sul,7,880,smartphone,NOITE,esporte
1717736405000,Brenn,10,F,Rio Grande do Sul,10,973,smartphone,MADRUGADA,tecnologia
1711709358000,Barbette,75,F,Rio Grande do Sul,16,370,desktop,MANHA,politica
1734785730000,Valencia,27,F,Rio Grande do Sul,11,1888,smartphone,TARDE,tecnologia
1712166046000,Verla,37,F,Rio Grande do Sul,7,1056,smartphone,TARDE,esporte
1729470216000,Steward,36,M,Rio Grande do Sul,5,3011,smartwatch,MADRUGADA,esporte
1715399797000,Leone,69,F,Rio Grande do Sul,4,1566,smartphone,MADRUGADA,politica
1732627840000,Pip,68,M,Rio Grande do Sul,9,3544,laptop,TARDE,tecnologia
1721243996000,Moreen,35,F,Rio Grande do Sul,18,1295,laptop,NOITE,entretenimento
1708398505000,Xenia,21,F,Rio Grande do Sul,16,3150,tablet,MADRUGADA,politica
1716634256000,Joannes,23,F,Rio Grande do Sul,1,1325,desktop,MANHA,tecnologia
1705991941000,Bartholomeus,90,M,Rio Grande do Sul,13,3162,smartphone,MANHA,saude
1734754500000,Cally,27,F,Rio Grande do Sul,5,1445,tablet,MADRUGADA,esporte
1734008237000,Fons,11,M,Rio Grande do Sul,18,2871,laptop,TARDE,entretenimento
1732464119000,Maurine,81,F,Rio Grande do Sul,12,1070,smartphone,TARDE,saude
1704856470000,Miquela,85,F,Rio Grande do Sul,17,3153,tablet,MADRUGADA,politica
1722024785000,Jo,80,M,Rio Grande do Sul,16,2442,tablet,NOITE,politica
1714712226000,Dolf,24,M,Rio Grande do Sul,3,2001,tablet,MADRUGADA,tecnologia
1704673246000,Miner,60,M,Rio Grande do Sul,19,217,desktop,MADRUGADA,entretenimento
1719243860000,Jerald,41,M,Rio Grande do Sul,14,69,desktop,TARDE,tecnologia
1725001892000,Shantee,12,F,Rio Grande do Sul,15,109,tablet,MANHA,politica
1723957136000,Jeanna,21,F,Rio Grande do Sul,11,700,tablet,MADRUGADA,tecnologia
1704856045000,Nehemiah,84,M,Rio Grande do Sul,2,1536,laptop,MADRUGADA,saude
1712404539000,Ginnie,71,F,Rio Grande do Sul,9,2304,desktop,MANHA,tecnologia
1706262852000,Kareem,67,M,Rio Grande do Sul,1,827,desktop,MANHA,tecnologia
1733252001000,Jim,80,M,Rio Grande do Sul,19,3048,desktop,NOITE,entretenimento
1717973079000,Brod,34,M,Rio Grande do Sul,2,3093,smartphone,NOITE,saude
1716867432000,Mateo,6,M,Rio Grande do Sul,10,2166,smartphone,MADRUGADA,tecnologia
1708335599000,Joletta,7,F,Rio Grande do Sul,11,1868,smartphone,MANHA,tecnologia
1713316328000,Obidiah,83,M,Rio Grande do Sul,5,487,smartwatch,MADRUGADA,esporte
1705367773000,Schuyler,31,M,Rio Grande do Sul,8,1275,desktop,MADRUGADA,esporte
1708414214000,Ardeen,47,F,Rio Grande do Sul,6,1045,tablet,MANHA,esporte
1735466313000,Iormina,36,F,Rio Grande do Sul,6,825,smartwatch,MANHA,esporte
1730876510000,Carlee,83,F,Rio Grande do Sul,20,2999,smartwatch,MANHA,entretenimento
1714261969000,Xymenes,74,M,Rio Grande do Sul,13,1656,desktop,NOITE,saude
1707528163000,Enrico,58,M,Rio Grande do Sul,19,888,desktop,MADRUGADA,entretenimento
1721256334000,Stafford,85,M,Rio Grande do Sul,14,1391,laptop,NOITE,tecnologia
1727067143000,Brittaney,27,F,Rio Grande do Sul,1,2279,smartwatch,MADRUGADA,tecnologia
1725377808000,Gordon,74,M,Rio Grande do Sul,16,350,smartphone,TARDE,politica
1732083967000,Lelia,32,F,Rio Grande do Sul,18,92,tablet,MANHA,entretenimento
1727668312000,Cory,47,M,Rio Grande do Sul,17,1805,laptop,MADRUGADA,politica
1717746247000,Adan,11,F,Rio Grande do Sul,4,1186,smartwatch,MANHA,politica
1724756986000,Tony,49,F,Rio Grande do Sul,9,2700,desktop,MANHA,tecnologia
1718178666000,Nalani,21,F,Rio Grande do Sul,14,1973,smartphone,MANHA,tecnologia
1723298444000,Arlinda,77,F,Rio Grande do Sul,6,250,smartwatch,TARDE,esporte
1712136145000,Xenos,71,M,Rio Grande do Sul,16,1139,smartphone,MANHA,politica
1726639052000,Irina,52,F,Rio Grande do Sul,2,1709,smartphone,MADRUGADA,saude
1707990983000,Glenna,30,F,Rio Grande do Sul,19,3359,smartphone,MANHA,entretenimento
1723490855000,Aldous,31,M,Rio Grande do Sul,3,3215,tablet,NOITE,tecnologia
1719374242000,Reeta,82,F,Rio Grande do Sul,4,1337,smartwatch,MADRUGADA,politica
1705015564000,Cecilio,35,M,Rio Grande do Sul,7,826,smartphone,NOITE,esporte
1725561904000,Wilona,8,F,Rio Grande do Sul,2,273,smartwatch,NOITE,saude
1714699003000,Neil,16,M,Rio Grande do Sul,6,2740,smartphone,MADRUGADA,esporte
1720794946000,Galvan,22,M,Rio Grande do Sul,6,1192,smartphone,TARDE,esporte
1716192868000,Lief,40,M,Rio Grande do Sul,18,1349,smartphone,MANHA,entretenimento
1725738091000,Barrie,67,F,Rio Grande do Sul,17,2125,tablet,NOITE,politica
1726222978000,Merrilee,16,F,Rio Grande do Sul,19,2705,desktop,MANHA,entretenimento
1735245311000,Alene,60,F,Rio Grande do Sul,9,179,smartwatch,NOITE,tecnologia
1717814068000,Cob,15,M,Rio Grande do Sul,16,2521,smartwatch,MADRUGADA,politica
1727940470000,Matias,84,M,Rio Grande do Sul,7,230,tablet,MANHA,esporte
1721129844000,Blinni,85,F,Rio Grande do Sul,4,598,smartphone,MANHA,politica
1731332824000,Lena,29,F,Rio Grande do Sul,13,1110,desktop,TARDE,saude
1704647256000,Marcia,61,F,Rio Grande do Sul,8,2577,smartwatch,TARDE,esporte
1721665233000,Elihu,42,M,Rio Grande do Sul,9,2364,laptop,TARDE,tecnologia
1707321161000,Freda,37,F,Rio Grande do Sul,5,1438,tablet,TARDE,esporte
1715933227000,Idette,82,F,Rio Grande do Sul,18,2389,tablet,MANHA,entretenimento
1716097924000,Edwin,50,M,Rio Grande do Sul,1,75,smartphone,MADRUGADA,tecnologia
1727112900000,Frasco,64,M,Rio Grande do Sul,15,2311,desktop,TARDE,politica
1712310929000,Averill,45,M,Rio Grande do Sul,9,3216,smartphone,MANHA,tecnologia
1722103862000,Michaella,89,F,Rio Grande do Sul,18,3070,smartwatch,NOITE,entretenimento
1725870640000,Archer,59,M,Rio Grande do Sul,10,1572,tablet,MANHA,tecnologia
1705917892000,Yalonda,43,F,Rio Grande do Sul,2,670,smartwatch,MANHA,saude
1720059119000,Howard,79,M,Rio Grande do Sul,12,512,smartwatch,MADRUGADA,saude
1721290587000,Kaylil,36,F,Rio Grande do Sul,18,1317,laptop,MANHA,entretenimento
1728522366000,George,59,M,Rio Grande do Sul,17,1097,tablet,MADRUGADA,politica
1724598498000,Violante,70,F,Rio Grande do Sul,17,1962,smartphone,TARDE,politica
1730138784000,Nicolais,15,M,Rio Grande do Sul,1,2870,smartwatch,NOITE,tecnologia
1734164724000,Bridie,39,F,Rio Grande do Sul,15,3396,laptop,MANHA,politica
1713811089000,Rowan,14,M,Rio Grande do Sul,2,771,smartwatch,NOITE,saude
1727348725000,Kimball,79,M,Rio Grande do Sul,12,1913,tablet,MANHA,saude
1722297171000,Ciel,17,F,Rio Grande do Sul,8,327,tablet,NOITE,esporte
1716672100000,Roberta,23,F,Rio Grande do Sul,3,1430,tablet,NOITE,tecnologia
