timestamp,name,age,gender,state,news_id,time_spent,device,best_category
1733501342000,Terence,58,M,Alagoas,20,2358,desktop,entretenimento
1732439362000,Haskell,71,M,Alagoas,11,3067,tablet,tecnologia
1706952397000,Humbert,80,M,Alagoas,12,1334,smartphone,saude
1710641853000,Siward,55,M,Alagoas,3,1204,smartwatch,tecnologia
1730381390000,Kim,64,F,Alagoas,11,3351,desktop,tecnologia
1730914526000,Jaclin,40,F,Alagoas,5,641,desktop,esporte
1735561249000,Drud,80,M,Alagoas,4,3220,laptop,politica
1722455274000,Nelie,77,F,Alagoas,6,3595,desktop,esporte
1707435547000,Roslyn,22,F,Alagoas,4,2262,tablet,politica
1728847696000,Jasper,10,M,Alagoas,18,43,laptop,entretenimento
1720093134000,Riannon,79,F,Alagoas,12,676,tablet,saude
1727440280000,Spike,21,M,Alagoas,6,2437,smartwatch,esporte
1722394165000,Chrissie,89,F,Alagoas,3,673,laptop,tecnologia
1722038386000,Gregoor,49,M,Alagoas,14,1178,desktop,tecnologia
1732862844000,Lane,65,F,Alagoas,10,2511,tablet,tecnologia
1724225382000,Rasia,56,F,Alagoas,4,512,smartphone,politica
1707333267000,Lona,82,F,Alagoas,1,1660,laptop,tecnologia
1706551775000,Tate,43,F,Alagoas,6,1074,laptop,esporte
1720856158000,Ranee,51,F,Alagoas,7,1282,tablet,esporte
1713039979000,Vernor,8,M,Alagoas,12,2918,smartphone,saude
1719290041000,Enrico,9,M,Alagoas,20,1873,tablet,entretenimento
1723084010000,Evey,67,F,Alagoas,15,1129,smartwatch,politica
1714141729000,Francois,20,M,Alagoas,20,3472,desktop,entretenimento
1717383609000,Marcy,51,F,Alagoas,14,1870,smartwatch,tecnologia
1724020834000,Gussi,80,F,Alagoas,17,24,tablet,politica
1725532586000,Levon,62,M,Alagoas,14,1373,smartwatch,tecnologia
1733539553000,Deeann,12,F,Alagoas,17,651,smartwatch,politica
1717753456000,Billie,19,F,Alagoas,2,2644,laptop,saude
1706297112000,Marianne,59,F,Alagoas,10,1271,smartphone,tecnologia
1704393506000,Cam,89,M,Alagoas,12,2778,smartphone,saude
1721303508000,Zelig,55,M,Alagoas,13,407,smartphone,saude
1732079257000,Ichabod,34,M,Alagoas,3,2225,desktop,tecnologia
1729564344000,Karole,69,F,Alagoas,12,17,tablet,saude
1715921160000,Svend,26,M,Alagoas,8,591,laptop,esporte
1729584689000,Nisse,51,F,Alagoas,17,1254,tablet,politica
1721810354000,Ethelda,7,F,Alagoas,9,1094,smartwatch,tecnologia
1732445311000,Cchaddie,37,M,Alagoas,15,3307,smartphone,politica
1714448375000,Linoel,56,M,Alagoas,1,101,desktop,tecnologia
1729381563000,Hussein,30,M,Alagoas,13,2599,laptop,saude
1730559752000,Upton,47,M,Alagoas,1,3507,laptop,tecnologia
1708943924000,Wade,84,M,Alagoas,9,1007,smartphone,tecnologia
1716834867000,Tomas,35,M,Alagoas,11,2745,laptop,tecnologia
1735042083000,Brock,42,M,Alagoas,9,3534,laptop,tecnologia
1714498330000,Nevins,64,M,Alagoas,18,1826,smartphone,entretenimento
1729491663000,Edan,39,M,Alagoas,3,177,laptop,tecnologia
1712778449000,Jackquelin,57,F,Alagoas,10,1342,laptop,tecnologia
1705426684000,Katheryn,54,F,Alagoas,14,154,smartphone,tecnologia
1705890174000,Leeann,53,F,Alagoas,19,1841,desktop,entretenimento
1719288587000,Pam,59,F,Alagoas,14,2731,smartwatch,tecnologia
1718386486000,Morie,29,M,Alagoas,19,2939,desktop,entretenimento
1706075810000,Marco,43,M,Alagoas,9,3407,desktop,tecnologia
1719876844000,Carmon,57,F,Alagoas,7,3382,smartwatch,esporte
1711550985000,Coralyn,33,F,Alagoas,4,629,desktop,politica
1721984171000,Myrtie,70,F,Alagoas,1,836,tablet,tecnologia
1704719774000,Reggis,42,M,Alagoas,15,387,desktop,politica
1733480107000,Ursula,43,F,Alagoas,8,2473,desktop,esporte
1720233920000,Guy,85,M,Alagoas,14,2528,tablet,tecnologia
1704729936000,Had,21,M,Alagoas,17,1843,laptop,politica
1706883359000,Josephina,50,F,Alagoas,14,822,tablet,tecnologia
1733062662000,William,65,M,Alagoas,4,3186,smartwatch,politica
1712829390000,Kori,77,F,Alagoas,17,1744,laptop,politica
1704322646000,Glyn,80,M,Alagoas,7,761,tablet,esporte
1720680105000,Towney,85,M,Alagoas,8,1546,laptop,esporte
1735080871000,Marlena,76,F,Alagoas,4,3162,laptop,politica
1709501667000,Eloise,59,F,Alagoas,7,1268,tablet,esporte
1711986111000,Rog,72,M,Alagoas,6,737,tablet,esporte
1716058901000,Hector,7,M,Alagoas,11,724,tablet,tecnologia
1722880675000,Amelia,75,F,Alagoas,1,1252,smartwatch,tecnologia
1719121239000,Cameron,89,M,Alagoas,16,1013,smartphone,politica
